author,url,text,section,title,sub_title,date
Reuters -,https://www.brasil247.com/pt/247/mundo/389175/Chefe-da-Otan-frustra-Trump-e-Bolsonaro-e-diz-que-Brasil-s%C3%B3-pode-ser-'parceiro'.htm,"
, A Otan pode considerar a possibilidade de o Brasil e outros países da América Latina se juntarem à Colômbia na lista de parceiros do bloco, disse o secretário-geral Jens Stoltenberg nesta quarta-feira (3), aparentemente descartando a sugestão do presidente dos Estados Unidos, Donald Trump, de que o Brasil possa um dia se tornar um membro integral da Organização do Tratado do Atlântico Norte.,""Até 2017, a Otan não tinha nenhum parceiro na América Latina, então em 2017 conseguimos nosso primeiro parceiro, que foi a Colômbia, e ser um parceiro próximo da Otan é algo que é bom para a Otan e para o país parceiro"", disse Stoltenberg à Reuters.,""Então, claro, é possível considerar a possibilidade de outros países da América Latina também se tornarem parceiros, o que então forneceria uma plataforma, uma estrutura para estreita cooperação política e prática"", disse.,Em coletiva de imprensa conjunta na Casa Branca no mês passado, Trump afirmou ter dito ao presidente Jair Bolsonaro que designaria o Brasil um ""importante aliado extra-Otan"" e que poderia ir além, apoiando uma campanha para tornar o Brasil ""talvez um aliado da Otan"", o que implicaria uma filiação completa à aliança.,Atualmente, a adesão à Otan é limitada a países da Europa Ocidental, à Turquia, ao Canadá e aos Estados Unidos, embora países parceiros incluam Austrália, Nova Zelândia, assim como Suécia e Finlândia.,Perguntado se um país como o Brasil poderia se tornar um membro, Stoltenberg disse:,""Não. Parceiros não são membros. Mas, eles são parceiros muito próximos. Nós trabalhamos muito intimamente com eles, na prática e politicamente e é uma maneira muito boa de fortalecer a cooperação com a Otan e com países que não são membros da aliança"".,Questionado sobre o Brasil se tornar um parceiro, ele disse:,""Bem, alguém tem que propor e também precisa ser um pedido do Brasil mas... nós acabamos de concordar com a Colômbia, em tornar a Colômbia um parceiro próximo da Otan e, claro, é absolutamente possível ter mais parceiros na América Latina, mas precisa ser um desejo expresso pela América Latina e, claro, é algo que precisamos discutir entre os 29 aliados"".,A filiação à Otan é regulamentada pelo Artigo 10 de seu tratado de fundação de 1949, que limita os convites a Estados europeus, sujeitos à aprovação dos membros e a critérios da aliança.",mundo,"
Chefe da Otan frustra Trump e Bolsonaro e diz que Brasil só pode ser 'parceiro'
","A Otan pode considerar a possibilidade de o Brasil e outros países da América Latina se juntarem à Colômbia na lista de parceiros do bloco, disse o secretário-geral Jens Stoltenberg nesta quarta-feira (3), aparentemente descartando a sugestão do presidente dos Estados Unidos, Donald Trump, de que o Brasil possa um dia se tornar um membro integral da Organização do Tratado do Atlântico Norte",04/04/2019 10:38:00
247 -,https://www.brasil247.com/pt/247/mundo/389126/Chicago-elege-primeira-prefeita-negra-e-homossexual.htm,"
, Pela primeira vez na história dos Estados Unidos, a terceira maior cidade do País, Chicago, será governada por uma mulher negra e homossexual. A ex-procuradora federal Lori Lightfoot, de 56 anos, do partido Democrata, superou sua adversária, Toni Preckwinkle, também afro-americana, por uma ampla margem de quase 50 pontos, 74% contra 26% dos votos.,Lightfoot nunca ocupou um cargo político. ""Vocês não se limitaram a fazer história, criaram um movimento de mudança"", disse Lightfoot a centenas de apoiadores. Preckwinkle manifestou o seu apoio à também democrata: ""Trata-se de seguir o caminho em frente""., ",mundo,"
Chicago elege primeira prefeita negra e homossexual
","Pela primeira vez na história dos Estados Unidos, a terceira maior cidade do País, Chicago, será governada por uma mulher negra e homossexual; a ex-procuradora federal Lori Lightfoot, de 56 anos, do partido Democrata, superou sua adversária, Toni Preckwinkle, também afro-americana, por uma ampla margem de quase 50 pontos, 74% contra 26% dos votos",03/04/2019 20:06:00
 - ,https://www.brasil247.com/pt/247/mundo/389215/Assassino-da-Nova-Zel%C3%A2ndia-fez-doa%C3%A7%C3%B5es-para-grupo-franc%C3%AAs-de-extrema-direita.htm,"
,O movimento de extrema direita francês Génération Identitaire (Geração Identitária, em português) recebeu duas doações do assassino de Christchurch, na Nova Zelândia, em setembro de 2017, contabilizando um total de € 1.000 euros em conta bancária, afirmou nesta quinta-feira (4) um porta-voz do grupo, confirmando informações da imprensa austríaca.,""Os depósitos foram feitos em contas que tinham sido fechadas devido a uma mudança bancária"", disse Romain Spino, representante do grupo de extrema direita francês. As doações on-line foram feitas através de uma empresa, a Stripe, que encontrou em seus arquivos o nome de ""Breton Tarrant"" como autor dos depósitos, explicou Espino.,Breton Tarrant, extremista australiano, autoproclamado ""fascista"", assassinou em 15 de março 50 pessoas em duas mesquitas na cidade de Christchurch, na Nova Zelândia.,O porta-voz da Geração Identitária disse que não teve contato com o autor da carnificina, dizendo que se tratava de uma ""doação on-line, que qualquer um pode fazer em qualquer lugar do planeta "". Espino disse que não ""compartilha nada"" com Brenton Tarrant, a quem chama de ""terrorista"". ""Suas intenções eram focadas na violência, enquanto as nossas se concentram na ação política, nas regras do debate"".,Em um comunicado, o movimento francês alega que Brenton Tarrant, ""fazendo uma doação para Geração Identitária, espera justamente forçar o governo a nos atacar e provocar uma reação radical de nós. Do nosso lado, sempre agimos de maneira não violenta para despertar consciências e estamos convencidos de que nossas idéias podem chegar ao poder dessa maneira"".,Antes de agir, Brenton Tarrant publicou um ""manifesto"" racista intitulado ""The Great Replacement"", em referência a uma tese conspiratória popular em círculos de extrema-direita que denuncia uma suposta substituição das populações branca europeia e cristã por imigrantes de cor, principalmente muçulmanos. A investigação revelou que Breton Tarrant tinha feito várias viagens à Europa e especialmente à França, que alimentaram seu radicalismo e sua ideologia racista.,Outra doação feita por Brenton Tarrant ao Movimento de Identidade Austríaco (IBÖ) em 2018 desencadeou na semana passada uma investigação pelas autoridades austríacas. Co-fundador e líder do IBÖ, o austríaco Martin Sellner reconheceu ter recebido uma transferência de € 1.500 de Tarrant. Mas ele assegurou que não possuía nenhum contato pessoal com ele. O governo austríaco disse após as revelações que não descarta a dissolução do IBÖ.,O governo francês disse nesta quarta-feira (3) que está estudando maneiras de ""dissolver"" o grupo Génération Identitaire após uma recente ação anti-imigrantes de seus ativistas no telhado de um prédio administrativo na região de Paris.",mundo,"
Assassino da Nova Zelândia fez doações para grupo francês de extrema direita
","O movimento de extrema direita francês Génération Identitaire (Geração Identitária, em português) recebeu duas doações do assassino de Christchurch, na Nova Zelândia, em setembro de 2017, contabilizando um total de € 1.000 euros em conta bancária, afirmou nesta quinta-feira (4) um porta-voz do grupo",04/04/2019 15:55:00
247 -,https://www.brasil247.com/pt/247/mundo/389145/Senado-dos-EUA-promove-lei-de-inger%C3%AAncia-contra-Venezuela.htm,"
, Democratas e republicanos do Senado apresentaram na quarta-feira (3) no Congresso dos Estados Unidos o projeto de lei ""Verdad"", supostamente para ajudar a ""restaurar a democracia"" e enfrentar a ""crescente crise humanitária"" na Venezuela. Trata-se de uma lei de ingerência que favorece os planos de golpe e intervenção do imperialismo estadunidense no país sul-americano.,De acordo com a agência noticiosa AFP, a iniciativa é impulsionada pelo democrata de Nova Jersey Bob Menéndez, membro do Comitê de Relações Exteriores do Senado, e pelo republicano Marco Rubio (Flórida), um dos arquitetos da estratégia do governo de Donald Trump para derrubar o presidente venezuelano Nicolás Maduro do poder.,""Verdad"", sigla em inglês para 'Venezuela Emergency Relief, Democracy Assistance and Development Act' e que em espanhol significa 'Verdade', aumenta as medidas de ingerência, sob o pretexto de oferecer assistência humanitária e ""combater a corrupção"". Os senadores estadunidenses apoiam os esforços do líder da oposição Juan Guaidó para construir instituições financeiras que funcionariam, segundo eles, depois da derrubada de Maduro.,""A lei Verdad dá à administração Trump as ferramentas diplomáticas necessárias para ir além das promessas presidenciais"", disse Menéndez. Por sua vez, Rubio disse que a legislação envia ""uma clara mensagem bipartidária"" por parte dos Estados Unidos.,Com informações da ",mundo,"
Senado dos EUA promove lei de ingerência contra Venezuela
","Democratas e republicanos do Senado apresentaram na quarta-feira (3) no Congresso dos Estados Unidos o projeto de lei ""Verdad"", supostamente para ajudar a ""restaurar a democracia"" e enfrentar a ""crescente crise humanitária"" na Venezuela; trata-se de uma lei de ingerência que favorece os planos de golpe e intervenção do imperialismo estadunidense no país sul-americano",04/04/2019 06:47:00
Sputnik -,https://www.brasil247.com/pt/247/mundo/389140/Pompeo-amea%C3%A7a-A%C3%A7%C3%A3o-militar-turca-na-S%C3%ADria-ter%C3%A1-consequ%C3%AAncias-devastadoras.htm,"
, O secretário de Estado dos EUA, Mike Pompeo, advertiu a Turquia de que, se as forças turcas realizarem uma ação militar unilateral na Síria, isso causaria consequências ""devastadoras"".,O ministro das Relações Exteriores da Turquia, Mevlut Cavusoglu, reuniu-se com Pompeo na quarta-feira (3), em Washington, em meio ao impasse contínuo na Síria quanto à retirada dos EUA e ao desejo turco de combater as milícias curdas aliadas dos EUA no país.,""O secretário Pompeu expressou apoio às negociações em curso sobre o Nordeste da Síria, enquanto advertia sobre as consequências potencialmente devastadoras de uma ação militar unilateral turca na região"", disse o porta-voz do Departamento de Estado dos EUA, Robert Palladino, após as negociações.,Tivemos uma reunião construtiva com Pompeo sobre os desafios em nossas relações bilaterais e questões na agenda comum Turquia-EUA,Ambas as nações entraram em desacordo frente às recentes tentativas norte-americanas de impedir a participação da Turquia do programa de caças F-35, depois que Ancara comprou sistemas russos de mísseis antiaéreos S-400.,O vice-presidente turco Fuat Oktay respondeu ao chanceler americano dizendo que os EUA ""devem escolher"" se querem ""permanecer aliados da Turquia ou arriscar nossa amizade unindo forças com terroristas"", que é como Ancara se refere às Unidades de Proteção Popular (YPG) e outras milícias curdas, e ""minar a defesa de seu aliado da OTAN contra seus inimigos"".,Os EUA têm sido o principal aliado das milícias curdas no Leste da Síria. Para que as forças turcas não atacassem os curdos, Washington forçou a saída de Ancara da Síria no final de 2018. Porém, após a derrota do chamado Estado Islâmico) o presidente norte-americano, Donald Trump, anunciou a retirada de suas tropas da Síria, o que pode novamente abrir caminho para a Turquia.",mundo,"
Pompeo ameaça: Ação militar turca na Síria terá consequências devastadoras
","O secretário de Estado dos EUA, Mike Pompeo, advertiu a Turquia de que, se as forças turcas realizarem uma ação militar unilateral na Síria, isso causaria consequências ""devastadoras""",04/04/2019 05:30:00
Diário do Povo -,https://www.brasil247.com/pt/247/mundo/389169/Estados-Unidos-ainda-n%C3%A3o-confirmaram-presen%C3%A7a-no-F%C3%B3rum-chin%C3%AAs-do-Cintur%C3%A3o-e-Rota.htm,"
, Os EUA ainda não confirmaram sua participação no segundo Fórum do Cinturão e Rota para a Cooperação Internacional (BRF, na sigla em inglês), que ocorrerá no final deste mês, em Pequim, disse Geng Shuang, porta-voz do Ministério das Relações Exteriores da China, durante uma coletiva de imprensa na quarta-feira (3).,""Essa questão tem que ser colocada aos EUA, se eles tomaram ou não uma decisão"", disse Geng, acrescentando que os representantes de mais de 100 países, incluindo cerca de 40 líderes estrangeiros, confirmaram sua participação.,A iniciativa do Cinturão e Rota é sobre a cooperação econômica e o seu espírito é de ""abertura, inclusão e transparência"", disse Geng.,A China acolhe sempre países e intervenientes com ideias comuns para participar na iniciativa, incrementar a cooperação mutuamente vantajosa, e atingir resultados tangíveis, acrescentou.,A China está atualmente preparando o segundo BRF, informou o porta-voz, acrescentando que, como país anfitrião, a China tem a confiança que o evento será bem-sucedido.,O BRF alcançou uma participação notável desde que foi anunciado, tendo mais de 150 países e organizações internacionais assinado acordos de cooperação com a China.",mundo,"
Estados Unidos ainda não confirmaram presença no Fórum chinês do Cinturão e Rota
","Os EUA ainda não confirmaram sua participação no segundo Fórum do Cinturão e Rota para a Cooperação Internacional (BRF, na sigla em inglês), que ocorrerá no final deste mês, em Pequim, disse Geng Shuang, porta-voz do Ministério das Relações Exteriores da China, durante uma coletiva de imprensa na quarta-feira (3)",04/04/2019 10:13:00
Reuters,https://www.brasil247.com/pt/247/mundo/389173/Mais-tropas-russas-podem-chegar-%C3%A0-Venezuela-diz-vice-chanceler.htm,"
, - O vice-ministro das Relações Exteriores da Venezuela, Iván Gil, disse nesta quinta-feira que não descarta a possibilidade de mais militares russos chegarem ao país sob acordos já concluídos com a Rússia, informou a agência de notícias Interfax.,O vice-chanceler também afirmou que as forças russas permanecerão na Venezuela pelo tempo que for necessário, e que não há um período definido de permanência.,""O grupo de especialistas militares está (na Venezuela) no contexto de nossos acordos e contratos para cooperação técnico-militar"", disse Gil, segundo a Interfax.,Mais cedo, o Kremlin disse que especialistas militares russos estão na Venezuela para cumprir contratos pré-existentes para o fornecimento de armas russas.,O representante especial dos Estados Unidos para a Venezuela disse na semana passada que o secretário de Estado dos EUA, Mike Pompeo, tem uma lista de opções, incluindo sanções, que Washington poderia usar para responder à presença de tropas russas na Venezuela.",mundo,"
Mais tropas russas podem chegar à Venezuela, diz vice-chanceler
","O vice-ministro das Relações Exteriores da Venezuela, Iván Gil, disse que não descarta a possibilidade de mais militares russos chegarem ao país sob acordos de cooperação técnico-militar já concluídos com a Rússia; vice-chanceler também afirmou que as forças russas permanecerão na Venezuela pelo tempo que for necessário, e que não há um período definido de permanência; na semana passada os EUA anunciaram que podem aplicar novas sanções como forma de resposta à presença de tropas russas na Venezuela",04/04/2019 10:39:00
247 - ,https://www.brasil247.com/pt/247/mundo/389199/Nazismo-foi-movimento-de-extrema-direita-diz-minist%C3%A9rio-de-Israel-a-Bolsonaro.htm,"
,Após o presidente Jair Bolsonaro afirmar, durante visita oficial a Israel, que o nazismo foi um ""movimento de esquerda"", a jornalista e escritora Noga Tarnopolsky, que vive em Jerusalém, republicou um Twitter onde o Ministério das Relações Exteriores israelense indica o site do Yad Vashem, o Museu do Holocausto, para que Bolsonaro se informe sobre a real definição do ""Nacional Socialismo"".,A postagem do ministério israelense vem na esteira da declaração feita pro Bolsonaro e pelo ministro das Relações Exteriores do Brasil, Ernesto Araújo, de que o nazismo, que resultou na morte de mais de 6 milhões de judeus durante a Segunda Guerra Mundial, foi um ""movimento de esquerda. ""Sem dúvidas. É o Partido Nacional Socialista da Alemanha"", disse Bolsonaro ao ser indagado se concordava com a tese defendida pelo chanceler Ernesto Araújo e que virou piada mundial pela negativa histórica.,O site do Yad Vashem destaca em uma análise histórica que o holocausto judeu foi decorrente do clima de frustração na Alemanha após a Primeira Guerra Mundial e que ""junto a intransigente resistência e alertas sobre a crescente ameaça do Comunismo, criou solo fértil para o crescimento de grupos radicais de direita na Alemanha, gerando entidades como o Partido Nazista"".,Confira a postagem de Noga Tarnopolsky sobre o assunto. ,Complete response of , to Bolsonaro Holocaust lies: “I refer you to ,’s web site and the definition of ‘National Socialism.’” ",mundo,"
Nazismo foi movimento de extrema direita, diz ministério de Israel a Bolsonaro
","Após o presidente Jair Bolsonaro afirmar que o nazismo foi um ""movimento de esquerda"", a jornalista Noga Tarnopolsky republicou um Twitter onde o Ministério das Relações Exteriores de Israel indica o site do Yad Vashem, o Museu do Holocausto, para que Bolsonaro se informe sobre a real definição do ""Nacional Socialismo""; o site destaca  que o holocausto judeu foi decorrente do clima de frustração na Alemanha após a 1ª Guerra Mundial ""que criou o crescimento de grupos radicais de direita na Alemanha, gerando entidades como o Partido Nazista""",04/04/2019 14:10:00
Reuters,https://www.brasil247.com/pt/247/mundo/389223/Sindicatos-e-empresas-se-unem-contra-plano-de-austeridade-de-Macri.htm,"
, - Sindicatos argentinos, pequenas empresas e ativistas foram às ruas na região central de Buenos Aires nesta quinta-feira para protestar contra medidas de austeridade do presidente da República, Maurício Macri, que eles culpam por amplificar as dificuldades para os trabalhadores e minar o crescimento econômico.,Milhares de manifestantes, observados pela polícia, percorreram vias próximas ao centro da capital argentina carregando cartazes coloridos com slogans pedindo ""trabalho decente"", ""melhores salários"" e ""aumento da produção nacional"".,Os líderes da Argentina têm endurecido a política econômica para cumprir as obrigações sob um acordo de 56,3 bilhões de dólares alcançado pelo país em recessão com o Fundo Monetário Internacional (FMI) no ano passado. A inflação acentuada também atingiu fortemente o poder de compra individual.,Nesta quinta-feira, várias ruas do centro de Buenos Aires foram cercadas e houve forte presença policial em algumas esquinas. As manifestações aumentaram nos últimos meses.,As passeatas regulares aumentaram a pressão sobre o partido no poder, cujo índice de aprovação caiu neste ano, uma preocupação para Macri antes das eleições nacionais em outubro.,Apesar de alguns sinais de recuperação e uma esperada forte safra de grãos, a economia argentina tem sido pressionada pelas altas taxas de juros, por um peso fraco e pela inflação a uma taxa anual de mais de 50 por cento.,Os críticos de Macri culpam seu programa de austeridade apoiado pelo FMI, destinado a reduzir a dívida pública. O governo de Macri e o FMI afirmam que as medidas são necessárias para reequilibrar a economia.,Cidadãos argentinos estão sentindo o impacto da crise, com contas de energia mais altas e baixa demanda doméstica atingindo empresas locais. Cerca de um terço do país vive agora abaixo da linha da pobreza, ao passo que a falta de moradia está aumentando.,Juntamente com as manifestações de rua, grupos da oposição peronista no Congresso planejam discutir uma série de projetos de lei para elevar as aposentadorias e controlar os aumentos de preços.,Reportagem de Gabriel Burin e Adam Jourdan",mundo,"
Sindicatos e empresas se unem contra plano de austeridade de Macri
","Sindicatos argentinos, pequenas empresas e ativistas foram às ruas na região central de Buenos Aires para protestar contra medidas de austeridade do presidente Maurício Macri, que eles culpam por amplificar as dificuldades para os trabalhadores e minar o crescimento econômico; a manifestação reuniu milhares de pessoas  que percorreram vias próximas ao centro da capital argentina carregando cartazes s com slogans pedindo ""trabalho decente"", ""melhores salários"" e ""aumento da produção nacional""",04/04/2019 16:37:00
Agência Brasil - ,https://www.brasil247.com/pt/247/economia/388916/Para-agradar-EUA-Brasil-confirma-que-vai-abrir-m%C3%A3o-de-tratamento-especial-da-OMC.htm,"
,O governo do Brasil vai começar a abrir mão do tratamento especial e diferenciado (TED) em negociações na Organização Mundial do Comércio (OMC). A iniciativa, no entanto, não implica "" qualquer alteração ou redução da flexibilidade já existente no que respeita a certas regras dos acordos da OMC vigentes"", segundo o Ministério das Relações Exteriores.,Em nota divulgada hoje (1º), o Itamaraty informa que as negociações foram anunciadas durante o encontro dos presidentes Jair Bolsonaro e Donald Trump, em Washington (Estados Unidos), no último dia 19.,""A variedade das medidas de TED e o fato de que algumas delas valeram apenas por um período demonstram que o TED é dinâmico e evolutivo"", diz o texto do Itamaraty.,Conforme o ministério, a chamada flexilidade é resultado de ""extensas negociações no passado e não será rediscutida"", podendo variar, segundo acordos e o grau de desenvolvimento de grupos de países.,A nota cita exemplos, como o Acordo sobre Salvaguardas, no qual os países em desenvolvimento, dependendo do nível de suas exportações, são isentos de salvaguardas aplicadas por parceiros comerciais.,Também menciona o Acordo de Agricultura por meio do qual um grupo de países em desenvolvimento é submetido a uma porcentagem maior de apoio doméstico à produção isento de compromissos de redução.,O texto cita também o Acordo Trips (sobre propriedade intelectual), que permitiu que os países em desenvolvimento obtivessem prazo adicional (já concluído) para a implementação de compromissos hoje válidos para todos os membros da OMC.,Pelo Acordo de Facilitação de Comércio, aqueles países puderam associar o cumprimento de obrigações a prazos e recebimento de assistência técnica. Esses benefícios e todos os demais previstos nos acordos vigentes se mantêm integralmente.,*Com informações de Jonas Valente, repórter da Agência Brasil em Brasília.",economia,"
Para agradar EUA, Brasil confirma que vai abrir mão de tratamento especial da OMC
","Governo Blsonaro confirmou que o Brasil vai começar a abrir mão do tratamento especial e diferenciado (TED) em negociações na OMC; em nota divulgada ontem (1º), o Itamaraty informou que as negociações foram anunciadas durante o encontro dos presidentes Jair Bolsonaro e Donald Trump; Trump condicionou o apoio dos EUA à pretensão brasileira de ingressar na Organização para a Cooperação e Desenvolvimento Económico ou Econômico (OCDE) à renúncia do Brasil em continuar a receber tratamento especial na OMC",02/04/2019 08:44:00
247,https://www.brasil247.com/pt/247/economia/388923/Governo-atrasa-repasses-e-construtoras-do-MCMV-amea%C3%A7am-demitir-50-mil.htm,"
, - Sob alegação de atrasos no repasse de pagamentos devidos pelo governo federal, construtoras que atuam no programa Minha Casa, Minha Vida avisaram ao Palácio do Planalto que vão começar a demitir trabalhadores. Empresários falam em dispensar até 50 mil empregados nos próximos dez dias. A dívida seria de R$ 450 milhões. De acordo com dados Câmara Brasileira da Indústria da Construção (CBIC), indicam que o Minha Casa, Minha Vida representa dois terços do mercado imobiliário brasileiro. O setor da construção chegou a empregar 3,4 milhões de pessoas, mas atualmente emprega 2 milhões. As informações são da ,. ,O porta-voz do recado dos construtores foi o presidente da CBIC, José Carlos Martins, enviou mensagens aos ministros da Casa Civil, do Desenvolvimento Regional e da Economia informando que “não consegue mais segurar o pessoal”.,O Ministério do Desenvolvimento Regional informou que atrasos em janeiro e fevereiro foram consequênci9a de contingenciamentos, mas há esforço para antecipar limites para os próximos meses. ""Importante ressaltar que, desde o início do ano, o ministério liberou R$ 732 milhões para o programa"", diz nota da pasta. ,O órgão informou que não houve aviso formal de demissões, mas reconheceu que “tem recebido reclamações de pagamentos abaixo do necessário”., , ",economia,"
Governo atrasa repasses, e construtoras do MCMV ameaçam demitir 50 mil
","Sob alegação de atrasos no repasse de pagamentos devidos pelo governo federal, construtoras que atuam no programa Minha Casa, Minha Vida avisaram ao Planalto que vão começar a demitir trabalhadores; empresários falam em dispensar até 50 mil empregados nos próximos dez dias; a dívida seria de R$ 450 milhões",02/04/2019 09:00:00
"Rute Pina, ",https://www.brasil247.com/pt/247/economia/388936/Brasil-deixou-de-arrecadar-R$-2-bilh%C3%B5es-com-isen%C3%A7%C3%B5es-a-agrot%C3%B3xicos-em-2018.htm,"
, - Em apenas um ano, o Estado brasileiro deixou de arrecadar R$ 2,07 bilhões em isenções fiscais concedidas à comercialização de agrotóxicos. Em 2018, as desonerações aos insumos agrícolas cresceram 32% na comparação com o ano anterior, quando a renúncia fiscal foi de R$ 1,57 bilhão.,Entre 2015 e 2018, as isenções acumularam R$ 7,1 bilhões – valor próximo ao que o governo federal pretende economizar com a reforma da Previdência dos militares, por exemplo. Segundo o ministro da Economia, Paulo Guedes, a estimativa é que o país tenha uma economia líquida de R$ 10 bilhões em dez anos com a proposta encaminhada ao Congresso Nacional.,Os produtos agrícolas têm redução de 60% da base de cálculo do Imposto sobre Circulação de Mercadorias e Prestação de Serviços (ICMS), além da isenção total do Imposto sobre Produtos Industrializados (IPI) de determinados tipos de agrotóxicos.,O argumento dado é que os agrotóxicos são insumos essenciais e imprescindíveis para a atividade agrícola e para a economia nacional, explica o engenheiro agrônomo Leonardo Melgarejo.,""Isso foi estabelecido com base na resposta dos adubos, mas que foi estendido aos venenos agrícolas. Hoje, nós sabemos que o uso desses produtos causa danos para a sociedade e para a própria agricultura, na medida em que força o surgimento de pragas mais resistentes"", diz.,Melgarejo é professor da Universidade Federal de Santa Catarina (UFSC) e coordena o Grupo de Trabalho sobre Transgênicos e Agrotóxicos da Associação Brasileira de Agroecologia (ABA). Ele considera ""escandalosas"" as renúncias fiscais em um contexto de austeridade e em que se discute alterações na Previdência.,""Esse é o principal problema. O Estado retira dinheiro da educação e da saúde e deixa de cobrar dinheiro de empresas transnacionais que provocam danos para a saúde. Quando sabemos que, em um processo gradativo e mediado, é possível transferir o modelo de produção viciado em veneno para um modelo de base agroecológica."",O defensor público Marcelo Novaes pondera que os venenos são usados, principalmente, na produção em larga escala de commodities, principalmente soja e milho. Ele avalia que este montante é uma ""gota no oceano"" de privilégios dados ao setor. Do total de agrotóxicos utilizados no Brasil, 52% são direcionados para plantações de soja, cana-de-açúcar e milho.,""Ou seja, você está desonerando o agrotóxico que vai ser utilizado em uma atividade utilizada basicamente para a produção de commodities ou produtos produzidos em larga escala, como a cana açúcar, ou para a exportação"", ele continua. ""A crise fiscal do nosso país decorre disso. Dessa transferência de renda da sociedade para o setor latifundiário e exportador."",O cálculo é ainda maior se consideradas as isenções dadas pelos estados. Novaes investigou, no âmbito da Defensoria Pública, a perda tributária com as desonerações do ICMS em São Paulo. Em 2015, o estado deixou de arrecadar R$ 1,2 bilhão com a comercialização, importação e transporte do insumo – valor menor do que o orçamento da Secretaria Estadual de Agricultura no mesmo ano, de R$ 1,12 bilhão.,Deste montante, R$ 400 milhões foram fruto do Convênio nº 100/97 do Conselho Nacional de Política Fazendária (Confaz), que permite redução da base de cálculo dos impostos e está sendo questionado no Supremo Tribunal Federal (STF). Em 2016, o Partido Socialismo e Liberdade (PSOL) ajuizou uma ação que questiona constitucionalidade das cláusulas.,As isenções também foram questionadas em Santa Catarina. Há três meses, foi publicada a Tributação Verde, uma lei que passa a cobrar ICMS de agrotóxicos no estado. A perda de arrecadação estimada no estado é de R$750 milhões. A legislação entra em vigor a partir do dia 1º de abril.,Marcelo Novaes calcula que as renúncias, em âmbito estadual e nacional, podem chegar a valores maiores do que o divulgado. Isso porque os valores não incluem a isenção tributária ou alíquota zero na importação dos agrotóxicos. Só de glifosato, o país importou mais de R$ 500 milhões em 2018.,""Além dessa desoneração, existe a perda de arrecadação tributária que não está computada porque o agrotóxico é um insumo. E como insumo, ele pode ser abatido integralmente dos impostos sobre a renda do produtor rural, pessoa física ou jurídica"", explica o defensor.,""Assim como você deduz integralmente os gastos de saúde da sua renda tributável. Em um setor em que eu estimo que 90% dos agrotóxicos são utilizados por médios e grandes produtores para a atividade de produção de commodities, você está deixando de colocar impostos na sua cesta"", completa.,Além disso, Novaes amplia a discussão e pondera que a arrecadação dos produtos agropecuários, de maneira geral, é irrisória. Ele lembra da isenção de imposto para exportação, pela Lei Kandir, e que o setor também tem tratamento privilegiado para a compra de fertilizantes, adubação química, aquisição de maquinário e benefícios fiscais no uso da água para irrigação.,""Em outros países há a chamada tributação verde, com base na premissa 'quem polui, paga'. Aqui é quem polui, não paga; quem lucra, não paga"", critica o defensor público.,Leonardo Melgarejo também se preocupa com a flexibilização do uso dos agrotóxicos e, por isso, acredita que o valor das renúncias tende a subir. Nos primeiros dois meses de governo de Jair Bolsonaro (PSL), o Ministério da Agricultura, Pecuária e Abastecimento (Mapa) publicou a autorização de 86 novos produtos elaborados com agrotóxicos; uma média de dois venenos liberados a cada três dias.,""Os interesses do agronegócio fazem pressão em todos os governos; eles estiveram envolvidos em todas as administrações. Mas, neste momento, se tornou obsessiva a sua pressa por obtenção de benefícios"", finaliza.",economia,"
Brasil deixou de arrecadar R$ 2 bilhões com isenções a agrotóxicos em 2018
","Em apenas um ano, o Estado brasileiro deixou de arrecadar R$ 2,07 bilhões em isenções fiscais concedidas à comercialização de agrotóxicos; em 2018, as desonerações aos insumos agrícolas cresceram 32% na comparação com o ano anterior, quando a renúncia fiscal foi de R$ 1,57 bilhão",02/04/2019 10:02:00
